gid,gm_code,gm_naam,aant_inw,aant_man,aant_vrouw,p_00_14_jr,p_15_24_jr,p_25_44_jr,p_45_64_jr,p_65_eo_jr,p_n_w_al,p_turkije,p_marokko,p_surinam,p_ant_aru,p_over_nw,p_west_al,aantal_hh,p_eenp_hh,p_hh_z_k,p_hh_m_k,gem_hh_gr,bev_dichth,opp_tot,opp_land,opp_water,json_area,gm_code2
110,GM0289,Wageningen,36700,17930,18760,14,18,32,23,13,14,0,1,1,0,11,13,20720,60,20,20,1.7,1205,3235,3045,190,"{""type"":""MultiPolygon"",""coordinates"":[[[[178200,445900],[177600,443700],[177897.859552224,443585.016865566],[177800,442900],[177424.588277499,442243.029485623],[177400,442200],[177700,442100],[177900,442100],[178000,441800],[177800,441700],[177000,441700],[175300,441300],[175000,441100],[174400,440600],[174200,440500],[173700,440500],[173200,440700],[172900,440600],[172700,440400],[172900,440100],[172423.925834804,439052.636836569],[172400,439000],[172100,438700],[171700,438700],[171644.491685438,438755.508314562],[171600,438800],[171200,439100],[170000,439400],[170746.967307611,440053.59639416],[170793.171170077,440094.024773817],[171000,440400],[171400,440400],[171500,440500],[171500,440900],[171206.066188036,441585.84556125],[171000,442000],[171300,442500],[171400,442900],[171000,443200],[170700,443800],[170600,444700],[170300,445000],[170000,445100],[170100,445500],[170600,445700],[170900,445000],[171500,445000],[171900,445200],[172200,444900],[172700,445000],[173300,445200],[173900,445200],[173953.592713245,445200],[174165.369639077,445200],[174400,445200],[174600,445100],[174800,444800],[174996.570655364,444800],[175286.489660593,444895.496553531],[175400,445100],[175430.675452161,445107.66886304],[175755.81895194,445188.954737985],[175800,445200],[176673.884013477,445491.294671159],[178200,445900]]]]}",289
111,GM0293,Westervoort,15280,7550,7730,18,14,24,33,12,6,1,1,1,0,3,9,6230,26,30,44,2.4,2154,785,709,75,"{""type"":""MultiPolygon"",""coordinates"":[[[[197200,443400],[197000,443100],[196523.353037354,442909.341214941],[196000,442800],[196200,442400],[196300,441800],[196106.188077371,440927.84634817],[196100,440500],[196300,440400],[196211.546953394,439957.734766968],[196200,439900],[196000,439600],[195800,439600],[195100,439100],[195033.168781318,439100],[194800,439100],[194500,439100],[194400,439700],[194100,440100],[193700,440700],[193700,441300],[193900,442000],[194311.627142468,442506.976285481],[194800,442800],[196400,443100],[197000,443400],[197200,443800],[197200,443400]]]]}",293
112,GM0294,Winterswijk,29030,14450,14580,18,11,25,29,18,5,2,1,0,0,2,9,12230,30,33,36,2.3,210,13880,13815,65,"{""type"":""MultiPolygon"",""coordinates"":[[[[244200,451000],[246000,451000],[248700,449800],[249500,449100],[249984.359623104,448615.640376896],[252800,446500],[252600,446100],[253900,446000],[254100,445200],[254100,444200],[254300,443900],[254300,443600],[254100,442700],[253000,442700],[253000,442500],[251999.540071454,442092.181214725],[251900,440400],[252000,440300],[251700,439500],[251200,439000],[251400,438800],[250100,437300],[249900,437300],[249309.996118633,437004.998059316],[249000,436900],[249100,436600],[248900,436300],[248500,436100],[247900,436000],[247600,435300],[246900,435000],[245600,436100],[245200,436500],[245000,437200],[244800,437100],[244600,437100],[244200,437200],[244200,437400],[243600,437200],[243200,436900],[242800,437200],[242400,438100],[242400,438200],[242457.136185331,438257.136185331],[242500,438300],[242500,438600],[242300,438700],[242100,438700],[242100,438600],[242000,438600],[241800,438600],[241400,438700],[241107.146812629,438992.853187371],[240700,439300],[240600,439600],[240700,439700],[240705.782088781,439740.474621464],[240795.42343542,440406.86484687],[240752.991368687,440470.51294697],[240600,440700],[240400,440900],[240700,441600],[241100,442000],[241000,442300],[241000,442500],[241400,443000],[242100,443700],[242200,444000],[242100,444200],[242000,445500],[241900,446300],[241993.364294026,446673.457176105],[242094.711075826,446984.133227479],[242200,447700],[242216.450006061,447765.800024245],[242300,448100],[242700,448600],[243200,449100],[243600,449700],[244000,449700],[244200,451000]]]]}",294
113,GM0296,Wijchen,39950,19760,20180,19,11,27,30,14,4,1,0,1,0,2,7,16100,26,31,42,2.5,600,6958,6661,297,"{""type"":""MultiPolygon"",""coordinates"":[[[[174300,430900],[174500,430700],[175100,430000],[175236.369167714,429659.077080716],[175261.428443135,429596.428892162],[175492.349619423,429019.125951443],[175300,428700],[175000,428700],[175000,428337.737434571],[175000,428300],[177221.926847737,427996.345525377],[177757.810076086,427907.031653986],[177800,427900],[178500,427800],[181000,427100],[180701.400069679,426428.150156778],[180600,426200],[181500,426100],[181682.000292912,425826.999560633],[181700,425800],[181805.919487691,425682.241536927],[182200,424500],[182600,424100],[182900,423600],[182921.331680823,423568.002478766],[183100,423300],[183400,423200],[183510.796850698,422994.601574651],[183200,422700],[182100,421800],[182007.00957568,421776.75239392],[181610.180458428,421677.545114607],[181312.378820961,421603.09470524],[179700,421200],[179380.597814743,421100],[178800,421100],[178600,420500],[178100,420700],[177400,420800],[177000,420900],[176700,421200],[176300,421900],[176090.074225172,422305.955464897],[175600,422600],[174870.4832674,422691.189591575],[174800,422700],[174400,422700],[174018.809903045,422890.595048477],[173419.41953042,423674.107292773],[173400,423700],[173100,424200],[172905.705031412,424977.179874353],[172584.735965486,425411.448025886],[172200,425700],[171550.194974733,425700],[171500,425700],[170900,425700],[170100,426300],[169500,426600],[169600,426700],[169900,426700],[170300,427000],[170200,427400],[170300,427500],[170385.235071526,427542.617535763],[171323.152277918,428008.904722276],[172591.488808532,428505.106714881],[172100,428800],[172100,429300],[172400,429700],[172102.272684604,430990.15170005],[173686.217273344,430900.861420416],[174300,430900]]]]}",296
114,GM0297,Zaltbommel,26220,13080,13140,22,12,26,26,14,5,0,3,0,0,2,4,9800,24,31,45,2.6,329,8906,7972,933,"{""type"":""MultiPolygon"",""coordinates"":[[[[130100,425600],[131054.722946144,425504.527705386],[131100,425500],[131800,425600],[133400,426400],[133900,426500],[134503.489821304,426498.604071478],[135000,426300],[136466.862943838,425517.67309662],[136500,425500],[136711.719324776,425394.140337612],[137100,425200],[138000,425100],[138549.96744553,425191.661240922],[138600,425200],[139300,425300],[140100,425400],[140484.154010457,425303.775984235],[142100,424700],[142800,424600],[143520.361099182,424708.144439673],[144500,425100],[144531.804297018,425115.902148509],[144666.243620674,425183.121810337],[144700,425200],[145300,425400],[145342.894646723,425407.459938561],[147575.633059328,425795.762271188],[147700,425800],[147900,425400],[147800,424900],[147900,424200],[147943.465962911,424047.869129812],[148100,423500],[148200,423400],[148084.623577015,423327.889735634],[147400,422900],[146700,422700],[146796.373408267,421639.892509063],[146800,421600],[146845.806019366,421141.93980634],[146909.418761252,420601.107836188],[146400,420700],[145500,420300],[144900,420300],[144700,420400],[144387.352976714,420243.676488357],[144290.396671762,420198.399445294],[143100,420000],[142530.969374111,420094.838437648],[142500,420100],[141513.51599208,419902.703198416],[141532.242153593,419867.757846407],[141600,419800],[141400,419700],[141000,419700],[140965.191033442,419717.404483279],[140796.937170906,419798.162302544],[140285.601649822,419490.640109168],[140321.556399109,419435.330802673],[140355.744101577,419337.686467089],[140400,419200],[140700,418900],[141000,418400],[141100,417000],[140636.264028293,417092.747194341],[140600,417100],[139545.187779287,417100],[139500,417100],[138205.903912243,416900.908294191],[137278.384314076,416600],[137100,416600],[137000,416700],[136900,417200],[137084.843776889,417477.265665333],[137800,418000],[138100,418500],[137700,418800],[137600,419200],[137694.68106478,419484.04319434],[137808.014280884,419924.042842652],[137900,420200],[137813.017305089,420516.283104869],[136500,421000],[136460.552076136,421039.447923864],[136320.309297913,421179.690702087],[135804.256369302,421695.743630698],[135200,422100],[134800,422100],[134584.441881203,422088.331410902],[134200,421800],[133900,421400],[133600,421200],[133219.319787679,421200],[133000,421300],[132800,421500],[132400,422000],[132300.798421417,422396.806314334],[131898.574464224,423001.425535776],[131620.72195507,423279.27804493],[131000,423600],[130957.007236094,423619.542165412],[129900,424100],[129856.520688792,424126.087586725],[129400,424400],[129105.477514328,424694.522485672],[129100,424800],[129093.300939699,424840.194361808],[129000,425400],[128894.832646129,425503.444902581],[128669.677365686,425653.548422876],[128600,425700],[128400,425900],[128907.129899496,425898.217525126],[130100,425600]]]]}",297
115,GM0299,Zevenaar,31810,15670,16140,17,10,25,31,17,4,2,0,1,0,1,10,13800,30,35,35,2.3,596,5802,5337,465,"{""type"":""MultiPolygon"",""coordinates"":[[[[204600,445600],[204900,445600],[204941.604418367,445617.837895798],[206020.404043447,445700],[206063.019551016,445700],[206700,445700],[206800,445700],[207000,445900],[207400.954315534,446216.735545488],[207568.822403083,446207.163158158],[207598.43,446191.94],[207998.211420261,446101.341434805],[208100,446000],[208400,445900],[208100,445800],[208000,445600],[208200,445200],[208199.138855693,444990.527412622],[208100,443900],[207000,443800],[206000,443600],[205400,443000],[205400,442800],[205241.975712468,442701.234820292],[204901.506763982,442488.441727489],[204600,442300],[204200,442300],[203300,442400],[203300,441900],[203400,441800],[203400,439600],[203400,439552.113054194],[203400,439200],[203443.230290246,439156.769709754],[203700,438900],[204900,438000],[204935.538601197,437969.92887591],[206200,436900],[206237.785240556,436877.328855666],[206700,436600],[206812.272212945,436590.454945487],[207700,435900],[207761.28367916,435838.71632084],[208200,435400],[208700,435000],[208600,434700],[207900,435500],[206200,434900],[205800,434700],[205300,435100],[204900,434700],[204700,434400],[204800,434300],[204300,434000],[204477.05656424,434611.47171788],[203900,434900],[203700,435200],[203500,435600],[203700,436000],[202984.662793721,436303.83430157],[202595.636984309,436400],[201500,436400],[200300,436200],[200100,436400],[199800,436500],[200000,436600],[200100,436800],[200300,437500],[200100,437900],[200300,438200],[200348.286670596,438224.143335298],[200500,438300],[200700,438300],[200700,438400],[200800,439200],[200800,439300],[200833.318125699,439300],[200887.14380123,439273.694229082],[201307.087714442,439914.175428885],[201490.321255493,440280.642510987],[201219.433055016,440460.323968562],[200800,440700],[201100,441300],[201200,441900],[201300,443100],[201701.435800216,443208.614801296],[201800,443800],[201300,443900],[200400,443800],[200000,443600],[199500,442700],[199000,442700],[198600,443500],[197775.863159714,443574.921530935],[197500,443600],[197200,443400],[197200,443800],[197400,444400],[197407.364861938,444444.18917163],[197500,445000],[197813.546180745,445310.159635559],[198200,445600],[198480.496481763,445600],[198900,445500],[199400,445600],[200000,446200],[200200,446800],[200402.214606143,447001.581861531],[201100,447500],[201490.259938589,447606.747925961],[201800,447500],[202400,447100],[202500,446700],[202400.646456994,446103.878741963],[202907.310790305,445395.126139797],[203200,445200],[203500,445100],[203900,445300],[204562.58221584,445583.963806789],[204600,445600]]]]}",299
116,GM0301,Zutphen,46950,22880,24070,19,10,27,29,15,7,3,1,1,0,2,9,20700,34,30,35,2.2,1147,4284,4093,191,"{""type"":""MultiPolygon"",""coordinates"":[[[[219400,461500],[218195.793511839,460774.71780555],[218150.978862596,460782.174131853],[217100,460400],[216278.176108044,459877.021159664],[216000,459700],[215579.887891644,458679.887891644],[215400,458500],[214700,458400],[213583.086222341,458603.382755532],[213100,458700],[212400,458100],[212200,457900],[212400,457400],[212400,457200],[212100.620120307,457201.69055012],[212100.620120307,456500.165094262],[212193.575125858,455938.278958924],[212200,455900],[212089.103441991,455955.448279005],[212089.660969126,455952.867426817],[211999.522264583,455998.675633135],[212000.932025365,456587.945928363],[212000,456600],[211900,457000],[211900,457500],[211600,458300],[211100,458700],[210200,458700],[209900,458800],[209700,459200],[209601.222665868,459595.109336527],[209545.107943932,459819.568224272],[209500,460000],[209600,460400],[209500,461000],[209100,461300],[208900,461500],[208800,462200],[208500,462300],[208101.617979106,462300],[207300,462000],[206811.03588592,462195.585645632],[206700,462200],[206600,462500],[206500,462800],[206600,463200],[206788.813814866,463483.220722299],[207000,463600],[207800,463600],[208800,463000],[209376.055347935,462985.130402179],[209600,464000],[209700,464300],[209819.852001449,464479.778002174],[210100,464900],[210300,464500],[210492.71899192,464183.466232221],[210600,464400],[211100,464600],[211400,464200],[211596.605718258,463872.323802903],[211700,463700],[211738.457853871,463642.313219194],[211900,463400],[212209.908900514,463171.868147024],[212806.355973686,463381.955079981],[212857.586383782,463400],[213000,463400],[213210.976688648,462321.041285742],[213500,462300],[213900,462500],[214400,462400],[215000,462500],[215159.130804713,462545.465944204],[215700,462700],[217500,462700],[217900,462900],[218600,463000],[219097.67178495,463099.53435699],[219300,462500],[219400,461500]]]]}",301
117,GM0302,Nunspeet,26710,13160,13550,20,13,25,26,16,2,0,0,0,0,2,3,10010,27,31,42,2.6,207,12949,12875,74,"{""type"":""MultiPolygon"",""coordinates"":[[[[188300,485700],[188100,485400],[187500,485000],[188599.539892568,483100.794731019],[187900,481700],[186600,480100],[185911.747704619,479706.712974068],[186000,479100],[186200,478600],[186300,477700],[186700,477000],[186500,476400],[186600,475700],[186100,475600],[185200,476000],[184700,476200],[184400,476100],[183900,475900],[182700,475900],[182652.512234689,475900],[181330.935968555,475903.562742684],[179900,475800],[179700,475700],[179600,476000],[179629.521707088,476041.330389923],[180100,476700],[180100,477200],[179400,477900],[179400,478279.105719884],[179300,479000],[179592.390192852,479927.832755559],[179800,481100],[179618.602695131,481170.218311562],[176700,482300],[177200,482700],[177200,482900],[177200,483300],[177100,483500],[176700,483600],[176700,483900],[176688.224360189,483947.102559246],[176656.848693077,484072.60522769],[176600,484300],[176212.604543191,485074.790913618],[176215.050852733,485396.860358947],[176000,485900],[175900,486100],[174900,487700],[174900,487900],[175200,487900],[175600,487900],[176200,488200],[176400,488400],[176800,488800],[177400,488900],[177838.535969903,489228.901977427],[178200,489500],[178200,489600],[178900,490000],[179000,490100],[179600,490600],[179900,490800],[180200,491100],[180300,490600],[180600,490300],[181100,489800],[181600,490000],[181900,490200],[182300,490300],[182500,490000],[183200,490300],[183235.999648862,490315.428420941],[183900,490600],[184300,490500],[184500,490000],[184587.299238166,489388.905332839],[184600,489300],[185200,488600],[185236.774894734,488557.567429153],[186506.68514651,487092.099372306],[187600,485800],[187800,486000],[188000,486000],[188300,485700]]]]}",302
118,GM0303,Dronten,39210,19910,19300,20,14,27,26,13,8,1,1,1,0,4,7,16280,30,31,38,2.4,117,42386,33386,9000,"{""type"":""MultiPolygon"",""coordinates"":[[[[179599.999974,512999.999974],[179799.999974,512799.999974],[179899.999974,512699.999974],[179999.999974,512499.999974],[179828.003374,512199.005874],[179599.999974,511799.999974],[179399.999974,511699.999974],[179099.999974,511899.999974],[178899.999974,511599.999974],[178699.999974,511799.999974],[178525.836874,512061.244674],[178499.999974,512099.999974],[178499.999974,512799.999974],[178699.999974,512899.999974],[178999.999974,512999.999974],[179299.999974,512999.999974],[179599.999974,512901.038474],[179599.999974,512999.999974]]],[[[172199.999974,513699.999974],[172099.999974,513399.999974],[172899.999974,512499.999974],[173099.999974,512199.999974],[177907.230874,510998.278374],[180006.188874,510499.999974],[180299.999974,510499.999974],[180499.999974,510499.999974],[180499.999974,510299.999974],[180750.186374,510299.999974],[180799.999974,510299.999974],[183199.999974,510299.999974],[183699.999974,510199.999974],[186399.999974,507299.999974],[186599.999974,506999.999974],[186724.918974,506512.459474],[186899.999974,506599.999974],[186899.999974,506499.794474],[186899.999974,506299.999974],[186799.999974,506399.999974],[186899.999974,503699.999974],[186699.999974,502699.999974],[186699.999974,502199.999974],[186399.999974,501099.999974],[184899.999974,498099.999974],[184199.999974,496699.999974],[184048.008574,496624.004274],[183999.999974,496599.999974],[183899.999974,496599.999974],[183699.999974,496399.999974],[183299.999974,495499.999974],[182899.999974,494699.999974],[181599.999974,493499.999974],[180099.999974,492299.999974],[179399.999974,491799.999974],[179099.999974,491799.999974],[178999.999974,491999.999974],[178199.999974,492199.999974],[177799.999974,492099.999974],[173699.999974,489999.999974],[172599.999974,489199.999974],[172099.999974,488799.999974],[171699.999974,488499.999974],[171299.999974,488199.999974],[170899.999974,487599.999974],[170499.999974,486999.999974],[170399.999974,486999.999974],[170299.999974,487299.999974],[170299.999974,487499.999974],[170699.999974,488499.999974],[170999.999974,491199.999974],[168699.999974,491499.999974],[168699.999974,491899.999974],[167221.938774,494217.551074],[167699.999974,494599.999974],[168199.999974,495299.999974],[168499.999974,495599.999974],[167599.999974,497199.999974],[167099.999974,498099.999974],[169899.714874,499700.484674],[168899.999974,501399.999974],[168598.808174,502913.446074],[168655.382374,502918.460774],[168749.810174,502949.936674],[168899.999974,502999.999974],[168599.999974,506799.999974],[168599.999974,506834.640174],[168599.999974,508399.999974],[167608.581574,511969.106374],[167599.999974,511999.999974],[167599.999974,512099.999974],[171299.999974,513099.999974],[172199.999974,513699.999974]]],[[[172199.999974,513699.999974],[172799.084274,514299.084274],[172898.931674,514199.236874],[172199.999974,513699.999974]]]]}",303
119,GM0304,Neerijnen,11840,6000,5840,21,12,27,27,13,2,0,1,0,0,1,4,4450,22,33,45,2.6,179,7296,6599,697,"{""type"":""MultiPolygon"",""coordinates"":[[[[156900,429300],[156500,428400],[156000,427700],[155440.22384927,427233.519874392],[155400,427200],[154600,426300],[153884.444500474,424784.444500474],[153500,424400],[153100,424100],[152700,423900],[152237.720144519,423992.455971096],[152200,424000],[151800,424100],[151283.026957341,424625.459563988],[150917.898477401,425173.152283899],[150900,425200],[150712.560360077,425481.159459884],[150104.753495655,425896.831002897],[149400,426200],[148700,426100],[148332.994171344,426100],[148300,426100],[147700,425800],[147575.633059328,425795.762271188],[145342.894646723,425407.459938561],[145300,425400],[144700,425200],[144666.243620674,425183.121810337],[144531.804297018,425115.902148509],[144500,425100],[143520.361099182,424708.144439673],[142800,424600],[142100,424700],[140484.154010457,425303.775984235],[140100,425400],[139300,425300],[139300,425570.782654937],[139200,426200],[138800,427000],[138900,428800],[140092.765581812,428800],[141571.37829257,428800],[141852.418392385,428884.139464128],[141900,428900],[142285.971367272,428996.492841818],[142588.282537345,429096.094179115],[143400,429300],[144100,429700],[144141.692882256,429700],[144728.392754209,429704.732125701],[145300,429800],[146400,429600],[147432.863192193,429787.793307671],[147500,429800],[148700,429600],[149600,429299.510618563],[149582.508166944,429251.569397286],[149625.813914971,429232.267393714],[150012.162851496,429707.297710898],[150500,430000],[150900,430100],[150900,429823.928113628],[151700,429900],[152400,430000],[153100,430000],[154323.051703413,430470.404501313],[154383.928925761,430519.804790238],[154400,430400],[155600,429400],[155900,429500],[156408.159257694,429500],[156500,429500],[156549.70068765,429475.149656175],[156900,429300]]]]}",304
120,GM0305,Abcoude,8680,4260,4420,22,10,23,29,16,5,0,0,1,0,3,11,3490,27,30,43,2.5,286,3211,3038,172,"{""type"":""MultiPolygon"",""coordinates"":[[[[130100,479500],[130100,477300],[130011,476848.40625],[129899.103681329,476493.579668772],[129071.665440801,471990.055731436],[129000,471600],[128500,471500],[128465.877944347,471488.625981449],[128270.601490602,471423.533830201],[128200,471400],[127200,471100],[126400,473600],[126093.876438228,474727.996099658],[126000,474800],[125900,474800],[125900,474500],[125800,474200],[125600,474100],[125528.407934126,474117.898016469],[125181.376079677,474176.720099597],[124800,473700],[124400,474000],[123897.300754255,472900.77121307],[123200,473100],[123100,473200],[122900,473400],[122300,473700],[122300,474000],[122500,474000],[122900,474400],[123000,474600],[123000,474900],[123400,475300],[123600,475600],[123614.336825454,475643.010476363],[123699.455244012,475898.365732036],[123600,476300],[123520.710322292,477003.451720382],[124100,477100],[124600,476800],[125500,476800],[125900,476800],[126338.191708091,476887.638341618],[126400,476900],[126500.926747912,477201.390121867],[126668.304794841,477452.457192262],[126700,477500],[127503.098796574,478113.820117707],[127628.323060547,478085.741882161],[128400,478000],[128700,478400],[128700,478700],[128800,479000],[129100,479300],[129144.518940008,479344.518940008],[129400,479600],[129553.146277353,479600],[129600,479600],[130100,479500]]]]}",305
121,GM0307,Amersfoort,143210,70300,72910,21,11,31,25,12,14,4,3,1,1,5,9,61780,36,27,37,2.3,2281,6378,6277,101,"{""type"":""MultiPolygon"",""coordinates"":[[[[161300,464200],[161300,464000],[160900,464000],[160800,463900],[160900,463700],[161300,463700],[161600,463300],[161600,462900],[161500,462500],[161100,462700],[160000,462700],[159697.418142058,462902.581857942],[159097.779661188,463501.480225875],[158800,463700],[158500,463700],[158100,463400],[157500,463300],[157100,463000],[157079.895290589,462946.38744157],[156818.896242973,462250.389981262],[156804.311023174,462211.496061798],[156220.636290923,461330.954436385],[156200,461300],[155901.403173357,460802.338622262],[155700,460600],[155400,460500],[154100,460300],[153869.630273511,460376.78990883],[153800,460400],[152800,461000],[151300,459100],[151000,458900],[149800,457800],[149500,458000],[151200,459800],[151300,460400],[151195.329380762,460609.341238476],[151108.274568771,460824.823706313],[151492.324192008,461976.972576024],[151598.454626221,462984.546262211],[151700,463500],[152000,463500],[152102.96220696,463926.659862641],[152200,464800],[152398.892278835,465297.230697088],[152100,465400],[152061.266318064,465419.366840968],[151900,465500],[151600,466100],[151400,466100],[151200,466000],[150877.039252664,466011.480373668],[150700,466100],[150800,466300],[150700,466600],[150600,466800],[150100,467000],[149800,467000],[149700,467100],[149700,467400],[150000,468300],[151100,468400],[150900,469000],[151100,469600],[153000,469100],[153100,469100],[153472.621142056,469006.844714486],[154021.835825518,468800],[154375.661254128,468800],[154872.307548991,468705.538490202],[155400.503899847,468603.779248855],[155600,470100],[156031.360653019,469776.479510236],[156388.028302635,469485.334074856],[156500,470100],[158400,468600],[158557.326404668,468521.336797666],[158600,468500],[158600,468200],[158595.916,467683.05],[158600,467562.510351531],[158600,466900],[158507.541107699,466252.787753891],[158500,466200],[158600,465000],[158500,465000],[158600,464800],[158900,464500],[159054.82724558,464422.58637721],[159100,464400],[161300,464200]]]]}",307
122,GM0308,Baarn,24340,11680,12660,17,10,24,30,19,6,2,1,0,1,3,9,10720,37,30,33,2.2,747,3303,3256,47,"{""type"":""MultiPolygon"",""coordinates"":[[[[151100,469600],[150900,469000],[151100,468400],[150000,468300],[149900,468500],[149839.56138878,468500],[149600,468500],[149300,468000],[148836.179758277,467721.707854966],[148502.941226139,467521.764735683],[148300,467400],[147800,467200],[147300,466900],[146486.316799091,466286.316799091],[145507.817431675,465307.817431675],[145100,464700],[144900,464400],[144700,464400],[143900,464200],[143800,464100],[143700,465200],[143656.43648188,465374.254072481],[143600,465600],[143200,465400],[143157.515920539,465400],[143000,465400],[143300,466700],[143233.960270882,466766.039729118],[143200,466800],[143100,466900],[143200,468100],[143300,468400],[143300,468500],[143500,469400],[143900,470800],[145669.634471608,470701.6869738],[146004.938582923,470700],[146200,470700],[146232.539243089,470700],[147009.270254725,470699.227478773],[148211.280167081,470600],[148300,470600],[149100,470600],[149200,470500],[149200,470400],[149478.597223263,470121.402776737],[149900,470400],[150100,470700],[150000,470800],[149800,470900],[149500,471300],[149600,471500],[149900,471600],[150396.716243792,471401.313502483],[151500,471200],[151471.947846711,470919.478467115],[151400,470200],[151100,469600]]]]}",308
123,GM0310,De Bilt,41980,19960,22030,18,10,21,30,21,5,0,2,1,0,3,9,18550,36,30,34,2.2,633,6710,6632,78,"{""type"":""MultiPolygon"",""coordinates"":[[[[143900,464200],[144000,462900],[144013.70500341,462845.179986359],[144100,462500],[144102.774071676,462458.388924862],[144200,461000],[144200,460960.096193409],[144200,460825.599403235],[144300,458700],[143405.332577498,458380.447215839],[143700,457300],[143397.454067418,457148.727033709],[143300,457100],[142900,457000],[143000,456794.607831297],[143000,456638.866962925],[143000,456600],[142800,456200],[142800,455900],[142829.349499722,455870.650500278],[142900,455800],[142700,455400],[142673.278238803,455373.278238803],[142518.943529,455218.943529],[141700,455300],[141500,455400],[141200,456100],[141000,456200],[140900,456200],[140800,456100],[139900,456200],[139489.464498407,456314.047335458],[139200,456700],[139596.320760488,457690.80190122],[138800,458100],[138700,458600],[138700,458900],[138600.632180543,459098.735638914],[138400,459200],[138100,459200],[137120.529964396,459591.788014242],[135800,460600],[136800,462000],[135033.882210117,463079.294204929],[135000,463100],[136526.291708371,464912.471403691],[136600,465000],[136400,465800],[136924.741582136,465887.456930356],[137000,465900],[139915.964806178,465692.017596911],[140121.84473528,465600],[140794.279173094,465600],[141669.589510028,465503.37894333],[143300,468500],[143300,468400],[143200,468100],[143100,466900],[143200,466800],[143233.960270882,466766.039729118],[143300,466700],[143000,465400],[143157.515920539,465400],[143200,465400],[143600,465600],[143656.43648188,465374.254072481],[143700,465200],[143800,464100],[143900,464200]]]]}",310
124,GM0311,Breukelen,14660,7210,7440,20,11,25,28,16,4,0,1,1,0,2,8,6180,33,29,38,2.4,330,4865,4444,420,"{""type"":""MultiPolygon"",""coordinates"":[[[[127400,470600],[128100,470800],[128046.607203743,470452.946824333],[127900,469500],[127700,468800],[127700,467000],[128400,467000],[128374.403808575,466872.019042874],[128319.807529685,466500],[128690.117482955,466500],[129051.067977476,466460.992446947],[129093.824871516,466456.241680943],[129606.478230141,466399.460147488],[130800,466300],[131350.979228008,466208.170128665],[131384.947658342,466227.06314453],[131700,464200],[130358.336340893,463720.834407462],[130325.136161818,463708.977200649],[130000.423652005,462901.12973868],[130000,462400],[129510.045442083,462204.018176833],[129457.763275407,462168.322456555],[128700,461600],[128130.282836759,461220.188557839],[128100,461200],[127500,460800],[127500,460500],[126700,460200],[126400,459400],[125783.964368471,460690.645881608],[124599.775002059,460000.449995881],[124089.835348502,461020.329302995],[123921.974058802,461356.051882396],[123900,461400],[123285.30743105,462227.440115974],[123079.937321024,462117.476495384],[122500,461900],[122400,463700],[122300,463900],[123611.005856256,464422.011712511],[124100,465400],[124000,465500],[124801.888877175,466510.959849458],[124865.481312799,466500],[125001.421205076,466515.633255833],[125100,467600],[125200,467900],[125800,467900],[126200,468100],[126400,469300],[126700,470300],[127204.653397174,470502.326698587],[127400,470600]]]]}",311
129,GM0327,Leusden,28580,14040,14540,19,12,24,31,15,5,0,0,1,0,3,8,11880,29,32,39,2.4,487,5894,5867,27,"{""type"":""MultiPolygon"",""coordinates"":[[[[161500,462500],[161700,462300],[162000,462200],[162486.191491338,462130.544072666],[162700,462100],[162500,461500],[163500,461100],[163700,460900],[163591.816798468,460683.633596937],[163540.937795179,460597.807979016],[163500,460500],[163300,460400],[162800,460200],[162600,460200],[162400,459600],[162400,459300],[162500,459000],[162952.679491237,459090.535898247],[163000,459100],[163100,459100],[163210.08552862,458579.828942759],[163300,458400],[163000,458400],[162900,458500],[162700,458700],[161900,458700],[161800,458600],[161300,458800],[161122.155379397,458444.310758793],[161100,458400],[161000,457600],[160800,457000],[160500,456900],[159800,457500],[159019.575117111,457673.427751753],[158900,457700],[158400,456800],[158100,456500],[158046.722896857,456473.361448429],[157900,456400],[157856.600540111,456407.233243315],[157300,456500],[156900,456900],[156600,457200],[156200,457300],[155900,455900],[155998.528402483,455702.943195035],[155958.919254015,455703.423395499],[154807.057516585,455799.411873618],[151800,456300],[151300,456500],[150600,457100],[149800,457800],[151000,458900],[151300,459100],[152800,461000],[153800,460400],[153869.630273511,460376.78990883],[154100,460300],[155400,460500],[155700,460600],[155901.403173357,460802.338622262],[156200,461300],[156220.636290923,461330.954436385],[156804.311023174,462211.496061798],[156818.896242973,462250.389981262],[157079.895290589,462946.38744157],[157100,463000],[157500,463300],[158100,463400],[158500,463700],[158800,463700],[159097.779661188,463501.480225875],[159697.418142058,462902.581857942],[160000,462700],[161100,462700],[161500,462500]]]]}",327
