gid,gm_code,gm_naam,aant_inw,aant_man,aant_vrouw,p_00_14_jr,p_15_24_jr,p_25_44_jr,p_45_64_jr,p_65_eo_jr,p_n_w_al,p_turkije,p_marokko,p_surinam,p_ant_aru,p_over_nw,p_west_al,aantal_hh,p_eenp_hh,p_hh_z_k,p_hh_m_k,gem_hh_gr,bev_dichth,opp_tot,opp_land,opp_water,json_area,gm_code2
418,GM1724,Bergeijk,18090,9170,8920,19,11,24,30,16,2,0,0,0,0,1,7,7080,23,35,41,2.5,179,10179,10105,74,"{""type"":""MultiPolygon"",""coordinates"":[[[[157400,377100],[157600,376700],[157500,376200],[157400,376100],[157200,375800],[157400,375600],[157300,374400],[157407.378782393,374170.484870429],[157496.246756945,373815.01297222],[157537.990477436,373420.095225643],[157568.972053391,373110.279466091],[157600,372800],[157400,372300],[157400,372142.489265411],[157400,372100],[157459.048314152,371863.806743392],[157600,371300],[158300,370600],[158277.646948157,370546.352675577],[157818.085315196,369443.404756471],[157800,369400],[157695.795523491,369204.204476509],[157600,369300],[157300,369900],[156800,370100],[156600,370100],[155900,369400],[155700,369400],[155699.203228456,369196.281732793],[155400,367800],[155400,367200],[155700,366900],[155700,366800],[155000,366200],[157100,363700],[155600,364200],[153551.192035879,364785.373704035],[153500,364800],[152143.555611878,365187.555539463],[152100,365200],[151900,364500],[151900,364000],[151500,363800],[150000,363800],[148600,363600],[146400,364200],[144600,363600],[144510.920391389,363689.079608611],[143800,364400],[144800,368300],[144900,368500],[145017.995518575,368903.271912468],[146100,369100],[146200,369800],[146400,370000],[148400,369900],[149100,370200],[149142.395152062,370209.421144903],[150000,370400],[150200,370600],[150217.159597436,370628.59932906],[150500,371100],[150400,371200],[150600,371500],[151200,371500],[151800,371800],[151849.584931542,371824.792465771],[152200,372000],[151900,372800],[152211.927790279,373108.84456498],[152161.727910023,373176.544179954],[151901.88764361,373705.662930829],[152100,374300],[152613.519554572,374706.759777286],[152800,374800],[153800,375600],[154100,375600],[154200,375500],[154400,375600],[155100,376400],[155300,376500],[155700,376900],[156500,376700],[156600,376800],[156800,377200],[157200,377000],[157400,377100]]]]}",1724
419,GM1728,Bladel,19130,9690,9440,19,11,25,30,15,2,0,0,0,0,1,6,7520,24,36,40,2.5,254,7571,7542,28,"{""type"":""MultiPolygon"",""coordinates"":[[[[144600,382200],[145000,381800],[145200,381700],[145600,381400],[147100,380000],[147400,380000],[147654.303903244,379576.16016126],[147670.501262249,379494.172288766],[148300,379400],[148700,379900],[149100,379800],[149400,379700],[149422.812416698,379663.500133284],[149900,378900],[149700,378500],[149700,378383.711353349],[149700,378000],[149402.484745779,377900.828248593],[148200,377700],[147900,377300],[147497.532274627,376085.193647761],[147401.818131823,375510.908790935],[147200,374800],[147497.688610798,373807.704630674],[147900,371900],[146400,370000],[146200,369800],[146100,369100],[145017.995518575,368903.271912468],[144900,368500],[144800,368500],[142000,370400],[142300,370700],[141500,372900],[141700,373200],[141700,373400],[141600,373600],[141400,373500],[141400,374100],[141400,374137.92666016],[141400,374310.874109531],[141400,374714.91511908],[141400,375100],[141400,375300],[141300,375900],[140800,376300],[141800,376700],[141900,377000],[141800,377200],[142000,377900],[141902.024414896,378291.902340416],[141601.728698538,378995.966370078],[141300,381100],[141400,382400],[141700,382400],[142400,382900],[143100,382800],[143200,382400],[143615.114176299,381803.778544075],[144012.331826836,381906.165913418],[144600,382200]]]]}",1728
420,GM1729,Gulpen-Wittem,14590,7340,7240,14,11,21,35,19,1,0,0,0,0,1,12,6160,26,37,37,2.3,199,7337,7318,19,"{""type"":""MultiPolygon"",""coordinates"":[[[[190300,317600],[190495.304031714,317111.739920715],[191000,317200],[191600,317600],[192320.554447001,317800],[192900,317800],[193200,317200],[193200,316900],[193338.026692207,316830.986653897],[193400,316800],[193600,316800],[193649.951250686,316835.679464776],[194308.387483645,317304.193741823],[194500,317400],[194704.930764908,317303.287176605],[195000,317500],[195100,316400],[195000,316300],[195300,315700],[195900.415464302,314897.507214187],[195999.196867894,314304.818792636],[196600,314100],[196644.757654641,314077.621172679],[196800,314000],[197000,313500],[196500,312800],[196000,312600],[195700,312700],[195499.055448325,312399.370298883],[195204.328353856,312202.885569237],[194800,311700],[194386.778003421,311886.778003421],[194200,311700],[194100,311300],[194300,310400],[194297.083669138,309691.251007413],[194200,309400],[193800,309200],[193700,309200],[193300,309600],[192872.135642902,309586.192134188],[192600,309000],[193000,308300],[193500,307700],[193700,307600],[193200,307400],[192700,307000],[192400,306900],[192300,306800],[192300,307300],[192200,307400],[191500,307400],[191300,307000],[190400,307500],[190400,308400],[190220.444172251,308994.230313985],[189500,308500],[189097.420757799,308498.96830312],[188600,308300],[188400,308100],[187800,307600],[187600,307200],[187404.694687021,308078.873908404],[187300,308500],[187300,309100],[187087.332394282,309825.335211435],[186911.124153392,310177.751693216],[186800,310200],[186700,310200],[186599.485741665,310401.02851667],[186400,310800],[186400,311070.498951293],[186100,311200],[186069.992575789,311245.011136317],[185692.203569831,311823.389290508],[185600,312100],[185502.336373024,312881.30901581],[186266.272653447,313187.352245043],[186300,313200],[186900,313200],[187100,313400],[187312.404487706,313906.202243853],[187526.364223878,314016.513148801],[187800,314600],[187900,314700],[188100,314600],[188208.686119045,314665.211671427],[188600,314900],[188493.381694486,315326.473222057],[188300,316100],[188700,316500],[189000,316400],[189300,316600],[189500,317000],[189500,317496.481914322],[189805.413078564,317550.902179761],[190100,317600],[190300,317600]]]]}",1729
425,GM1740,Neder-Betuwe,22560,11200,11360,23,14,25,25,12,2,0,1,0,0,1,4,7850,21,31,48,2.8,372,6811,6066,745,"{""type"":""MultiPolygon"",""coordinates"":[[[[170000,439400],[171200,439100],[171600,438800],[171644.491685438,438755.508314562],[171700,438700],[172100,438700],[172400,439000],[172423.925834804,439052.636836569],[172900,440100],[172700,440400],[172900,440600],[173200,440700],[173700,440500],[174200,440500],[173400,439900],[173200,440000],[173100,439900],[172800,439200],[172900,439100],[173400,439300],[173800,439500],[174142.523513941,439243.107364544],[174200,439200],[174300,439000],[173700,438800],[173800,438383.9647231],[173800,437942.023090463],[173800,437900],[174500,438000],[175800,438600],[175833.944565159,438583.027717421],[176000,438500],[176200,438288.717713894],[176200,438100],[175800,438300],[175000,437900],[174800,437600],[174900,437200],[175000,437000],[175200,436700],[176119.294975467,436975.78849264],[176172.395239572,436991.718571872],[176000,436700],[176500,436200],[176900,435600],[177100,434800],[177200,434400],[177300,434300],[177000,433900],[176200,434100],[175500,434200],[174400,434200],[173411.233705772,434298.876629423],[172931.256311954,434393.748737609],[172900,434400],[171428.462008734,434596.205065502],[169500,434500],[167500,434800],[166644.50899551,434704.945443946],[166600,434700],[165800,434500],[164900,434000],[164400,433800],[164360.159949609,433789.134531712],[163300,433500],[162585.159883152,433400],[161400,433400],[160300,433400],[160200,433700],[160095.970484161,433911.081168556],[159940.860633588,434337.633257633],[159700,435008.506230479],[159700,435100],[159800,435100],[160700,435400],[160400,435800],[160100,435800],[160000,435900],[160000,436300],[160300,436700],[160100,437000],[159600,436900],[159500,437100],[160026.642376324,437309.251991983],[160600,437200],[161200,436900],[161584.167611504,437188.125708628],[161900,437200],[162000,437100],[161800,436700],[162000,436600],[162300,436700],[162700,437200],[163100,437300],[163600,437000],[163800,437000],[163834.515222351,437000],[166000,437000],[166289.453385993,436614.062152009],[166600,436800],[166500,437507.948660333],[166500,438279.812247281],[166500,438400],[166100,438400],[165500,438700],[165117.313151227,439398.651296954],[165500,439500],[166200,439300],[166900,439500],[167400,439200],[167700,439200],[167798.854629409,439265.903086272],[168000,439400],[168500,439900],[168700,440300],[169200,440000],[169894.274791893,439504.089434362],[170000,439400]]]]}",1740
421,GM1730,Tynaarlo,32240,15820,16420,18,9,22,31,20,2,0,0,0,0,1,5,13400,28,36,36,2.3,225,14766,14350,415,"{""type"":""MultiPolygon"",""coordinates"":[[[[232600,577700],[233300,576600],[233486.450230657,576133.874423357],[233362.310413661,576110.257414769],[233500,576018.100027203],[233582.069674836,575425.512276147],[233600,575300],[233700,575200],[233790.454926383,575200],[234857.631772612,575873.038400753],[234900,575900],[235000,575200],[235100,574800],[235236.924111592,574183.841497836],[235300,573900],[236200,573800],[236368.057266333,573547.914100501],[236400,573500],[237103.909174256,572794.136238617],[237300,572500],[237400,572300],[237400,572200],[237423.469779826,572153.060440349],[237700,571600],[238015.567982714,571379.242689714],[238300,571000],[238000,570700],[238073.918929744,570626.081070256],[238087.829689788,570594.618976523],[238600,570400],[238700,569800],[238576.418346342,569489.573525264],[240422.725396451,570413.435412245],[240822.260011492,570613.356006895],[241297.960597254,570898.776358353],[242500,571300],[242535.814690308,571297.761581856],[244100,571200],[244137.463292192,571197.118208293],[244301.36699532,571184.510231129],[244440.90997625,571173.776155673],[245400,571100],[245770.230590598,570822.327057051],[245800,570800],[245907.326069571,570692.673930429],[246100,570500],[246200,570300],[248100,568400],[247294.580792669,568094.580792669],[247188.991645023,567994.495822511],[247101.960208387,567950.980104193],[246826.066110165,567825.458486918],[246800,567800],[246200,567500],[245979.155100407,567290.430089411],[246200,567200],[246199.640788751,566899.787738808],[246035.391645661,567167.937289888],[246167.278727367,566880.664702535],[244006.307212344,565603.726989112],[243900,565500],[243800,565600],[243405.821348284,565402.910674142],[243343.528378413,565343.528378413],[243300,565300],[242904.040988532,565102.020494266],[242500,565600],[242159.119244185,565838.616529071],[241519.004826085,566286.69662174],[240985.984911922,566706.228928035],[240916.925843728,566736.921847232],[240143.192110306,567080.803506531],[240100,567100],[239534.826912292,566911.608970764],[239558.346718269,566724.959845192],[239605.069940212,566601.689980071],[239900,566700],[240200,566200],[240300,566000],[240400,565900],[240475.562054484,565748.875891033],[240600,565500],[240954.448228899,565145.551771101],[241094.031590245,565005.968409755],[240900,564800],[240600,564600],[240600,564200],[240476.082290807,563996.013715134],[239975.895623811,563912.649270635],[239900,563900],[239700,563600],[239543.664058539,563391.552078052],[239414.24996521,563218.999953614],[239200,562800],[239137.517930749,562550.071722997],[239100,562400],[239300,562100],[239566.970258167,560854.138795222],[239600,560700],[238500,560600],[236607.460672502,561396.85866421],[236800,561900],[236900,563012.947535583],[236900,563084.366533304],[236717.895672426,563919.469474082],[236681.243360119,563990.293159422],[236372.95438765,564586.00349269],[236300,564500],[235500,564100],[235400,564300],[234700,564175.304396076],[234684.157481306,563784.157481306],[234394.950080967,563825.249595164],[234302.441121693,564307.349672969],[233300,564200],[233400,563800],[233200,563500],[233113.373884728,563240.121654184],[233100,563200],[233000,562800],[233100,562400],[233048.061969045,562140.309845223],[233000,561900],[232800,561500],[232461.224865663,561584.693783584],[232399.100974723,561593.995866322],[231900,561900],[231600,562500],[231300,562700],[230400,562500],[230000,562700],[230400,563800],[230600,564800],[230500,565600],[230396.448072466,565806.511867146],[229822.378400485,566858.972932444],[229800,566900],[228892.672521862,568320.15056488],[228500,569400],[228500,570000],[228300,570700],[228282.566657833,570752.3000265],[228200,571000],[229400,571300],[229600,571000],[229817.474836211,571213.979868969],[230300,571600],[230200,572100],[230486.795067024,572195.598355675],[230697.379844256,572200],[232101.531514207,572399.669369965],[232251.085220595,573092.418370652],[232100,573051.111896198],[232100,573100],[232000,573800],[231900,574200],[231700,574500],[232000,575200],[231989.684830523,575256.733432123],[231800,576300],[231500,577000],[231100,577400],[231000,577900],[230800,578300],[230500,578500],[230303.19217425,579188.827390126],[230284.923232005,579512.061414396],[230382.993804895,579582.993804895],[230433.676011361,579689.897196592],[231400,579400],[231300,579300],[231700,578100],[232072.490762392,577653.011085129],[232200,577500],[232300,577500],[232600,577800],[232600,577700]]]]}",1730
422,GM1731,Midden-Drenthe,33560,16760,16800,18,10,24,31,17,1,0,0,0,0,1,4,13760,26,36,38,2.4,98,34582,34098,483,"{""type"":""MultiPolygon"",""coordinates"":[[[[228900,558200],[229200,557089.482845535],[229200,556800],[229374.338832386,556712.830583807],[229699.161940258,556500.558706495],[229300,555900],[229300,555800],[229500,555700],[229091.754642387,555086.257737312],[228800,554600],[228881.28372804,554518.71627196],[229500,554100],[228900,553300],[229400,553000],[229086.805770471,552483.507213089],[228700,552000],[228900,551900],[229300,551700],[229600,552200],[230405.777600844,551716.533439493],[231100,551300],[231000,550900],[232100,550100],[232200,550100],[232500,551700],[232700,552600],[233502.631364182,551998.026476864],[233900,551700],[234200,551500],[235605.69007816,548699.715496092],[237569.480963867,548605.924926733],[238299.170273765,548000.711193916],[239400,547900],[241100,547700],[241600,547200],[242492.090042475,543929.003177592],[244400,543200],[244900,543000],[244700,542400],[245200,542000],[245293.779264187,541624.882943252],[244800,541000],[243700,540800],[243800,540400],[244000,539600],[243299.488396932,538636.796545782],[243200,538500],[243100,538600],[242800,538300],[243100,537200],[242911.145165544,536633.435496632],[242900,536600],[242800,536700],[242300,536400],[241900,535600],[242000,535400],[241900,535200],[241869.640917969,535212.143632813],[240900,535600],[239694.632423857,533986.581059643],[239502.512262585,533506.280656461],[238026.151298409,531338.355237667],[238000,531300],[237396.259207397,530493.669427903],[236100,528300],[235272.329036813,528706.917740797],[234923.24999037,528794.187502407],[234024.214334718,529286.547591823],[234362.463093178,530591.704970137],[234286.093183998,530539.737130659],[234300,530600],[234524.666018952,531348.886729839],[234588.438332037,531599.421916602],[232600,531500],[232500,531800],[230986.481028834,531093.833441979],[230813.814508519,531472.370982962],[230600,531900],[230290.515449641,531902.37113759],[229500.786265343,532099.803433664],[229800,533800],[229500,534600],[228600.605984432,534832.302003989],[227017.170983169,535351.512949508],[227200,535900],[227300,536800],[227513.215307293,537126.430614586],[227812.18398547,537726.398635186],[228373.35991172,538942.279808727],[228400,539000],[228600,539400],[228400,539500],[227500,539600],[227400,540300],[227400,540700],[227500,540700],[227300,541200],[226700,540800],[226000,540800],[225463.623683998,540876.625188],[225301.325617978,540869.557842786],[225200,541500],[225500,541600],[225300,542800],[225100,543300],[224500,543900],[224700,544200],[224529.620630202,544373.461292366],[224521.970636244,544405.281953017],[222100,545100],[222070.591602743,545114.704198628],[221921.724501699,545189.137749151],[221300,544200],[221300,543868.101520513],[221300,543662.819236507],[221300,543600],[221109.497891631,543790.502108369],[220900,544300],[221400,545200],[220415.593417903,545692.203291049],[220900,546700],[221200,546700],[221500,547100],[221900,547700],[222000,547600],[222200,547900],[222100,548100],[221000,548800],[222700,550000],[222901.357306297,550402.94083031],[223261.517618433,551183.288173272],[223483.269839436,551663.751318778],[223500,551700],[224900,554400],[224601.668238438,554897.219602604],[223914.696533526,555906.718415326],[227422.558106501,557510.527116367],[228900,558200]]]]}",1731
423,GM1734,Overbetuwe,45100,22350,22740,21,11,27,29,13,3,1,0,0,0,2,7,17680,24,33,43,2.5,412,11518,10933,585,"{""type"":""MultiPolygon"",""coordinates"":[[[[185800,442900],[185800,442275.90424632],[185800,441700],[185500,441500],[185500,440900],[185500,440694.534374631],[185500,440646.099988394],[185500,440600],[185400,440300],[185400,439700],[186800,439500],[186800,439700],[187013.600004984,439600],[187055.489043886,439600],[187100,439600],[187624.699582011,439492.942976568],[188300,439300],[188777.851907861,439013.288855283],[189106.191877027,438846.904061487],[189400,438700],[189962.754343106,438606.207609482],[190000,438600],[190100,438600],[189600,437500],[190100,437100],[189700,435500],[189300,435600],[188500,435700],[188400,435000],[188600,434900],[188600,434500],[188467.701984955,434489.823229612],[187333.574301965,434402.582638613],[187300,434400],[187300,434200],[186848.70524781,434109.741049562],[186800,434100],[185958.189590137,434035.245353087],[185499.677916971,434004.860235552],[185500,433800],[185800,433600],[185904.249423292,433378.752883538],[186000,432900],[185800,432200],[185664.378161003,431793.13448301],[185600,431600],[185400,431600],[185300,431800],[184731.101202716,431325.91766893],[184700,431300],[184138.779130953,431674.147246031],[184100,431700],[183200,432000],[181700,432300],[180800,432600],[180767.401981409,432609.779405577],[179783.906489105,432902.011688862],[179035.062560379,432995.617179953],[179000,433000],[178291.129011678,433304.094302302],[177732.970027385,433561.706141207],[177000,433900],[177300,434300],[177200,434400],[177100,434800],[176900,435600],[176500,436200],[176000,436700],[176172.395239572,436991.718571872],[176119.294975467,436975.78849264],[175200,436700],[175000,437000],[174900,437200],[174800,437600],[175000,437900],[175800,438300],[176200,438100],[176200,438288.717713894],[176000,438500],[175833.944565159,438583.027717421],[175800,438600],[174500,438000],[173800,437900],[173800,437942.023090463],[173800,438383.9647231],[173700,438800],[174300,439000],[174200,439200],[174142.523513941,439243.107364544],[173800,439500],[173400,439300],[172900,439100],[172800,439200],[173100,439900],[173200,440000],[173400,439900],[174200,440500],[174400,440600],[175000,441100],[175300,441300],[177000,441700],[177800,441700],[178000,441800],[178686.558055491,442290.398611065],[179100,442400],[179652.925023864,442400],[179700,442400],[180100,442200],[181000,441600],[181982.939668518,441305.118099445],[182400,441300],[184015.039327954,442406.445426266],[184701.702757585,442700.851378793],[185100,442900],[185800,442900]]]]}",1734
424,GM1735,Hof van Twente,35150,17450,17700,18,10,24,29,19,3,1,0,0,0,2,5,14260,27,34,38,2.4,165,21544,21285,259,"{""type"":""MultiPolygon"",""coordinates"":[[[[243900,480800],[244600,480800],[245300,480400],[246200,479500],[246800,478800],[247317.162704891,478282.837295109],[247500,478100],[247900,477300],[248000,476600],[248049.650046067,476153.1495854],[248102.070342522,475689.648287389],[248300,474700],[248214.28283057,474614.28283057],[247933.176415038,474616.67647406],[246660.839462114,474696.197533618],[246600,474700],[246347.64996582,474615.88332194],[246299.842658877,474615.394708911],[246000,474200],[246000,473900],[246000,473700],[246100,473200],[246100,473100],[246000,473000],[245800,473300],[245504.114972766,471721.946521419],[244900,471000],[244900,470700],[245600,469500],[245013.963693235,468718.618257647],[244600,468400],[243654.467511591,468494.553248841],[243600,468500],[243104.608800513,468500],[242800,468600],[241500,468000],[239603.650563204,467500.960674527],[239955.329879819,467200],[240300,467200],[240900,466600],[241200,466200],[241000,465900],[240700,465100],[240300,465600],[240000,465800],[239400,465200],[239200,464800],[239171.838990417,464785.919495208],[238800,464600],[238500,464800],[238200,465200],[238200,465300],[238400,465700],[237344.336021035,466659.694526332],[237328.892264833,466709.042089696],[236813.864460363,466602.772892073],[234886.488389447,466102.078709316],[232314.190704598,466497.816814677],[231900,466500],[230800,466000],[230600,466100],[230400,466300],[229700,466600],[229610.803669628,466740.165662013],[229000,467700],[229000,468331.832999523],[229019.280150058,468394.022741101],[228400,468600],[228082.813923761,468725.779114358],[227900,469000],[227800,469200],[227781.878693021,469231.712287213],[227400,469900],[226200,471100],[225800,472100],[225300,472600],[225300,472883.960791571],[225300,473200],[225900,473800],[226200,474200],[226685.054935306,474491.032961183],[228014.402501654,475410.081751158],[229000,476100],[229020.127857115,476310.063928558],[229395.710371711,476497.855185856],[231500,477600],[232016.384719443,477772.128239814],[232100,477800],[232500,477900],[233331.497255511,477800],[233800,477800],[234600,477900],[235300,476700],[235601.495807029,476499.401677188],[236100,476300],[236889.239562423,476497.309890606],[237500,476600],[238098.489357114,476600],[238575.377638062,477265.528693286],[238600,477300],[239500,478700],[241700,479300],[242187.339879241,479689.871903393],[243400,480600],[243900,480800]]]]}",1735
426,GM1742,Rijssen-Holten,36790,18260,18530,22,13,26,24,15,4,3,0,0,0,1,3,13170,23,31,47,2.8,391,9430,9406,24,"{""type"":""MultiPolygon"",""coordinates"":[[[[234600,477900],[233800,477800],[233331.497255511,477800],[232500,477900],[232100,477800],[232016.384719443,477772.128239814],[231500,477600],[229395.710371711,476497.855185856],[229020.127857115,476310.063928558],[229000,476100],[228014.402501654,475410.081751158],[226685.054935306,474491.032961183],[226200,474200],[225900,473800],[225300,473200],[224300,473300],[223500,473200],[222997.270435439,473405.459129122],[222900,473600],[222900,473644.223884975],[222900,473800],[222600,474000],[222400,474600],[222400,474700],[222600,474800],[222600,474900],[222300,475200],[222100,475100],[221000,476200],[220965.597419488,476224.284174479],[219300,477400],[219274.409543942,477604.723648461],[219200,478200],[219200,478248.83575661],[219198.165388194,478423.849953481],[219100,479700],[220100,480600],[220791.466355676,481291.466355676],[221000,481600],[223895.774242088,482099.27142105],[225100,482400],[225152.756836323,482413.189209081],[225500,482500],[226100,482400],[227287.732731981,482103.066817005],[228196.464304321,481900.785710151],[228700,482600],[230525.370592767,482300],[230800,482300],[232100,482500],[232500,482600],[232996.524954626,481805.560072599],[233083.482284805,481633.035430389],[233100,481600],[233354.722060143,481515.092646619],[233400,481500],[233600,481500],[234000.174833682,481799.388082114],[234184.540607866,481154.10787247],[234200,481100],[234500,479700],[234600,479200],[234575.812043343,479127.43613003],[234500,478900],[234300,478400],[234561.036708717,477964.938818805],[234600,477900]]]]}",1742
427,GM1771,Geldrop-Mierlo,38000,18800,19190,18,11,26,29,17,6,1,1,1,1,3,9,16360,30,33,37,2.3,1224,3139,3105,35,"{""type"":""MultiPolygon"",""coordinates"":[[[[173700,385300],[173700,385167.396140976],[173700,384900],[173400,384100],[173100,383600],[173100,383700],[172800,383500],[172800,382800],[172500,381580.387126281],[172500,381500],[169747.661098239,381008.5109104],[169700,381000],[167627.163425502,380012.934964525],[167400,379800],[166876.557360644,379595.311472129],[165400,379300],[165300,379500],[164600,379500],[164600,379606.900345328],[164600,382094.183101074],[165004.027735943,382004.027735943],[165100,382100],[165100,382546.386997791],[165100,382600],[165273.609809527,382519.193015252],[165600,382500],[166100,382700],[166114.53468542,382729.06937084],[166200,382900],[167400,383600],[167424.762245983,383641.270409972],[168316.499277422,385124.748916134],[168700,385700],[169066.037272219,385425.472045835],[169293.889540647,385515.470129649],[170000,385000],[170300,384800],[170400,384500],[170801.989156417,384484.836743019],[170917.578036328,384500],[170985.067255207,384500],[171260.284024547,384586.761341516],[171277.400322454,384614.132497981],[172675.449901845,385189.478529362],[172884.108077888,385292.054038944],[173700,385300]]]]}",1771
428,GM1773,Olst-Wijhe,17480,8820,8670,20,11,24,30,16,3,1,0,0,0,1,4,6880,25,34,40,2.5,153,11838,11415,423,"{""type"":""MultiPolygon"",""coordinates"":[[[[207200,496400],[207400,496500],[208800,494000],[209700,494200],[209800,493700],[210100,493600],[210800,493700],[210800,493400],[211689.159375634,493301.204513818],[212370.373505996,493204.232356286],[212393.251607911,493180.879555747],[211800,491500],[212500,490300],[212500,490000],[212393.666248253,489587.332496505],[212300,489400],[211600,488900],[211500,489000],[210598.834842989,489097.669685979],[210500,488900],[210400,488700],[210400,488300],[210592.067834813,488011.89824778],[210400,487400],[210300,487300],[210100,487400],[210000,487700],[209600,487800],[209600,486600],[210000,486000],[210100,485600],[210192.920411985,485228.318352061],[211547.723386551,484803.610768661],[211900,484700],[212060.453207035,484557.37492708],[212800,483900],[212600,483400],[212600,482700],[212900,482600],[212800,481700],[210823.818886485,481798.809055676],[210700,481700],[210600,481300],[210400,481200],[209700,481100],[209285.03488017,481100],[209200,481100],[209200,480400],[208400,480400],[207933.485878313,480213.394351325],[207900,480200],[206373.092527362,479792.312150675],[205700,479600],[205668.83728616,479584.41864308],[204900,479200],[204200,479100],[203718.772546333,479484.981962933],[203600,479400],[203000,479300],[202800,479400],[202526.402453042,479491.199182319],[202300,480700],[202200,481300],[201700,481200],[201300,481300],[201300,481700],[201500,481800],[201600,481800],[201800,482700],[202000,483800],[201900,485000],[202100,485200],[202700,485300],[203196.442274298,485697.153819438],[202900,486100],[202200,486300],[202000,486500],[202100,487100],[202300,487400],[204500,488000],[204948.467202549,488179.38688102],[205000,488200],[205100,488400],[205112.529225053,488431.323062632],[205300,488900],[205292.565159602,488952.043882787],[205200,489600],[205500,490300],[205522.561251687,490345.122503373],[205567.053622349,490343.69305238],[205598.211021908,490500.715591237],[205100,490700],[204800,490800],[204245.826601524,491354.173398476],[204200,491400],[204500,492100],[204400,492400],[204400,492700],[204700,493400],[204795.46592982,494163.727438562],[204800,494200],[204400,494700],[204100,495000],[204900,495200],[205500,495100],[205534.317836961,495100],[205900,495100],[205941.250818107,495120.625409053],[206686.213271593,495493.106635796],[207200,496400]]]]}",1773
429,GM1774,Dinkelland,26070,13260,12810,21,11,23,28,17,1,0,0,0,0,1,6,9490,23,31,47,2.7,148,17681,17575,106,"{""type"":""MultiPolygon"",""coordinates"":[[[[261100,495500],[261409.168917695,495709.168917695],[262100,496400],[262900,498100],[263100,498700],[263700,499200],[264200,498700],[264200,498400],[264600,497500],[265000,496500],[265200.941721254,495496.233114985],[265400,494700],[266200,494100],[266600.633772996,492998.732454008],[267200,491800],[268000,491600],[268500,491700],[268800,491500],[268800,491100],[269095.890103682,490508.219792635],[269700,488500],[265400,487500],[263800,488300],[262798.161142238,489193.380112056],[262300,487400],[262900,485700],[262600,485700],[262225.350655748,485512.675327874],[261619.094657433,484628.641986149],[261600,484600],[261600,484500],[261800,484000],[261200,483900],[260700,483900],[260692.88294098,483860.856175389],[260295.491051634,483881.964206535],[260210.619500319,483542.478001274],[260200,483500],[259300,483600],[259264.980739633,483600],[258900,483600],[258600,483800],[258100,483900],[258000,483400],[257800,483000],[257753.460578963,482962.76846317],[257300,482600],[257177.784811759,482526.670887056],[256800,482300],[256605.153325243,481520.613300972],[256200,481500],[256100,481500],[255650.361454897,480975.42169738],[255500,480800],[255400,480000],[255800,479800],[256300,479900],[256800,479600],[256830.07815079,479587.109363947],[257500,479300],[257800,479500],[259000,478600],[258700,478600],[258100,478400],[257600,478200],[257400,478300],[257200,478300],[256900,478100],[256900,477800],[256747.091297847,477545.152163079],[256600,477300],[256100,477100],[254200,477500],[254700,477700],[255000,478100],[255000,478500],[254638.674219502,478951.657225623],[254675.201496645,479036.349071099],[254600,479047.167778215],[254600,479102.702844476],[254600,479200],[254523.290338628,479225.569887124],[254300,479300],[254088.796875,479419.5],[253879.657711349,479400],[253800,479400],[253500,479400],[253300,479500],[253211.542862753,479553.074282348],[252800,479800],[252713.031003055,480060.906990834],[252700,480100],[252788.524063698,480365.572191094],[252800,480400],[252985.257664443,480585.257664443],[253100,480800],[252900,481100],[252200,481300],[252055.298504911,481396.467663393],[251900,481500],[251500,481600],[251500,481676.515726737],[250300,482000],[249900,482000],[249500,482100],[248800,483100],[248700,483400],[248500,483600],[248600,484700],[248700,484800],[249500,485200],[249800,485600],[250109.282517128,486701.740471961],[251700,487000],[252225.884259463,487212.942129731],[252395.364019265,487297.682009632],[253700,487100],[254800,487000],[255000,486800],[255025.128946942,486820.103157554],[255500,487200],[255500,489900],[255404.401892971,492003.158354635],[255377.813308607,492116.640018545],[255000,492400],[254624.479889421,492869.400138224],[254600,492900],[254703.932474361,494300.907494083],[257276.883791969,494894.665490454],[259800,495200],[260600,495000],[261081.689043232,495000],[261195.796711517,495000],[261100,495500]]]]}",1774
